tic,gvkey,cusip,conm,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,busdesc
PYPL,24616,70450Y103,PAYPAL HOLDINGS INC,4510.0,451020.0,45.0,45102020.0,518210.0,7374.0,,,"PayPal Holdings, Inc. operates as a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants worldwide. Its payment solutions include PayPal, PayPal Credit, Braintree, Venmo, Xoom, and iZettle products."
QCOM,24800,747525103,QUALCOMM INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,180.0,940.0,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide."
QEP,154357,74733V100,QEP RESOURCES INC,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,,,"QEP Resources, Inc. operates as a crude oil and natural gas exploration and production company in the United States. The company conducts exploration and production activities in the Permian Basin in Western Texas; and Williston Basin in North Dakota."
QLGC,29791,747277101,QLOGIC CORP,4520.0,452030.0,45.0,45203020.0,334118.0,3570.0,235.0,940.0,"QLogic Corporation and its subsidiaries design and supply high performance server and storage networking connectivity products that provide, enhance, and manage computer data communication."
QRVO,64853,74736K101,QORVO INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,235.0,940.0,"Qorvo, Inc. develops and commercializes technologies and products for wireless and wired connectivity worldwide. The company operates in two segments, Mobile Products, and Infrastructure and Defense Products."
R,9299,783549108,RYDER SYSTEM INC,2030.0,203040.0,20.0,20304020.0,532120.0,7510.0,615.0,600.0,"Ryder System, Inc. provides transportation and supply chain management solutions worldwide. The company operates through three segments: Fleet Management Solutions (FMS), Supply Chain Solutions (SCS), and Dedicated Transportation Solutions (DTS)."
RAI,120877,761713106,REYNOLDS AMERICAN INC,3020.0,302030.0,30.0,30203010.0,312230.0,2111.0,470.0,978.0,"Reynolds American Inc., through its subsidiaries, manufactures and sells cigarettes and other tobacco products in the United States. It operates through RJR Tobacco, Santa Fe, and American Snuff segments."
RCL,28191,V7780T103,ROYAL CARIBBEAN GROUP,2530.0,253010.0,25.0,25301020.0,483112.0,4400.0,612.0,600.0,"Royal Caribbean Group operates as a cruise company. The company operates cruises under the Royal Caribbean International, Celebrity Cruises, Azamara Club Cruises, and Silversea Cruises brands."
RDC,9258,G7665A101,ROWAN COMPANIES LTD,1010.0,101010.0,10.0,10101010.0,213111.0,1381.0,395.0,935.0,"Rowan Companies Limited provides offshore contract drilling services to the oil and gas industry. It operates through three segments: Deepwater, Jack-ups, and ARO. The Deepwater segment operates 4 ultra-deepwater drillships. The Jack-ups segment operates 15 self-elevating jack-up rigs."
RE,61388,G3223R108,EVEREST RE GROUP LTD,4030.0,403010.0,40.0,40301050.0,524130.0,6331.0,835.0,800.0,"Everest Re Group, Ltd., through its subsidiaries, provides reinsurance and insurance products in the United States, Bermuda, and internationally. The company operates through four segments: U.S. Reinsurance, International, Bermuda, and Insurance. The U.S."
REG,29099,758849103,REGENCY CENTERS CORP,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas."
REGN,23812,75886F107,REGENERON PHARMACEUTICALS,3520.0,352010.0,35.0,35201010.0,325412.0,2834.0,147.0,905.0,"Regeneron Pharmaceuticals, Inc., a biopharmaceutical company, discovers, invents, develops, manufactures, and commercializes medicines for treating various medical conditions worldwide."
RF,4674,7591EP100,REGIONS FINANCIAL CORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"Regions Financial Corporation, a financial holding company, provides banking and bank-related services to individual and corporate customers. It operates through three segments: Corporate Bank, Consumer Bank, and Wealth Management."
RHI,2312,770323103,ROBERT HALF INTL INC,2020.0,202020.0,20.0,20202010.0,561320.0,7363.0,457.0,978.0,"Robert Half International Inc. provides staffing and risk consulting services in North America, South America, Europe, Asia, and Australia."
RHT,122841,756577102,RED HAT INC,4510.0,451030.0,45.0,45103020.0,511210.0,7372.0,185.0,940.0,"Red Hat, Inc. provides open source software solutions to develop and offer operating system, virtualization, management, middleware, cloud, and storage technologies to various enterprises worldwide."
RIG,28338,H8817H100,TRANSOCEAN LTD,1010.0,101010.0,10.0,10101010.0,213111.0,1381.0,395.0,935.0,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. The company primarily offers drilling rigs, related equipment, and work crews; and ultra-deepwater and harsh environment drilling services."
RJF,8898,754730109,RAYMOND JAMES FINANCIAL CORP,4020.0,402030.0,40.0,40203020.0,523120.0,6211.0,822.0,800.0,"Raymond James Financial, Inc., through its subsidiaries, engages in the underwriting, distribution, trading, and brokerage of equity and debt securities in the United States, Canada, and Europe."
RL,64891,751212101,RALPH LAUREN CORP,2520.0,252030.0,25.0,25203010.0,31522.0,2320.0,465.0,976.0,"Ralph Lauren Corporation designs, markets, and distributes lifestyle products in North America, Europe, Asia, and internationally."
RMD,31887,761152107,RESMED INC,3510.0,351010.0,35.0,35101010.0,334510.0,3845.0,300.0,905.0,"ResMed Inc. develops, manufactures, distributes, and markets medical devices and cloud-based software applications that diagnose, treat, and manage respiratory disorders comprising sleep apnea, chronic obstructive pulmonary disease, neuromuscular disease, and other chronic diseases."
ROH,9217,775371107,ROHM AND HAAS CO,1510.0,151010.0,15.0,15101050.0,325211.0,2821.0,160.0,970.0,Rohm and Haas Company manufactures and markets chemicals.
ROK,9203,773903109,ROCKWELL AUTOMATION,2010.0,201040.0,20.0,20104010.0,335314.0,3620.0,220.0,925.0,"Rockwell Automation, Inc. provides industrial automation and digital transformation solutions. The company operates in two segments, Architecture & Software, and Control Products & Solutions."
ROL,9225,775711104,ROLLINS INC,2020.0,202010.0,20.0,20201050.0,561710.0,7340.0,175.0,976.0,"Rollins, Inc., through its subsidiaries, provides pest and termite control services to residential and commercial customers."
ROP,24925,776696106,ROPER TECHNOLOGIES INC,2010.0,201050.0,20.0,20105010.0,334513.0,3823.0,357.0,925.0,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions worldwide."
ROST,9248,778296103,ROSS STORES INC,2550.0,255040.0,25.0,25504010.0,448140.0,5651.0,432.0,976.0,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offers apparel, accessories, footwear, and home fashions."
RRC,6788,75281A109,RANGE RESOURCES CORP,1010.0,101020.0,10.0,10102020.0,2111.0,1311.0,380.0,935.0,"Range Resources Corporation operates as an independent natural gas, natural gas liquids (NGLs), and oil company in the United States. The company engages in the exploration, development, and acquisition of natural gas and oil properties."
RRD,4040,257867200,DONNELLEY (R R) & SONS CO,2020.0,202010.0,20.0,20201010.0,32311.0,2750.0,458.0,978.0,"R.R. Donnelley & Sons Company, an integrated communications provider, enables organizations to create, manage, deliver, and optimize their multichannel marketing and business communications."
RSG,112168,760759100,REPUBLIC SERVICES INC,2020.0,202010.0,20.0,20201050.0,562111.0,4953.0,405.0,925.0,"Republic Services, Inc., together with its subsidiaries, provides non-hazardous solid waste collection, transfer, disposal, recycling, and environmental services in the United States. The company serves small-container, large-container, and municipal and residential customers."
RTN,8972,755111507,RAYTHEON CO,2010.0,201010.0,20.0,20101010.0,334511.0,3812.0,225.0,940.0,"Raytheon Company develops technologically advanced and integrated products, services, and solutions for the defense and other government markets worldwide."
RTX,10983,75513E101,RAYTHEON TECHNOLOGIES CORP,2010.0,201010.0,20.0,20101010.0,336412.0,3724.0,355.0,925.0,"Raytheon Technologies Corporation, an aerospace and defense company, provides advanced systems and services for commercial, military, and government customers worldwide."
RX,63800,449934108,IMS HEALTH HOLDINGS INC,3510.0,351030.0,35.0,35103010.0,541910.0,8700.0,175.0,976.0,"As of October 3, 2016, IMS Health Holdings, Inc. was acquired by Quintiles IMS Holdings, Inc. IMS Health Holdings, Inc. provides information and technology services to healthcare industry worldwide."
S,10984,85207U105,SPRINT CORP,5010.0,501020.0,50.0,50102010.0,517312.0,4812.0,463.0,974.0,"Sprint Corporation provides a range of wireless and wireline communications products and services to consumers, businesses, government subscribers, and resellers in the United States, Puerto Rico, and the United States Virgin Islands. It operates in two segments, Wireless and Wireline."
SAF,35550,80349A505,SARATOGA INVT CORP 6.25 NT,,,,,,,,,
SAIC,18683,808625107,SCIENCE APPLICATIONS INTL CP,4510.0,451020.0,45.0,45102010.0,541512.0,7373.0,,,"Science Applications International Corporation provides technical, engineering, and enterprise information technology (IT) services primarily in the United States."
SANM,28139,801056102,SANMINA CORP,4520.0,452030.0,45.0,45203020.0,334412.0,3672.0,220.0,925.0,"Sanmina Corporation provides integrated manufacturing solutions, components, products and repair, logistics, and after-market services worldwide. It operates in two segments, Integrated Manufacturing Solutions; and Components, Products and Services."
SBAC,121382,78410G104,SBA COMMUNICATIONS CORP,6010.0,601010.0,60.0,60101080.0,531190.0,6798.0,240.0,925.0,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa."
SBUX,25434,855244109,STARBUCKS CORP,2530.0,253010.0,25.0,25301040.0,722513.0,5812.0,420.0,978.0,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: Americas, International, and Channel Development."
SCG,9445,80589M102,SCANA CORP,5510.0,551030.0,55.0,55103010.0,22111.0,4931.0,705.0,700.0,"SCANA Corporation, through its subsidiaries, generates, transmits, distributes, and sells electricity to wholesale and retail customers. The company operates through Electric Operations, Gas Distribution, and Gas Marketing segments."
SCHW,13988,808513105,SCHWAB (CHARLES) CORP,4020.0,402030.0,40.0,40203020.0,523920.0,6282.0,822.0,800.0,"The Charles Schwab Corporation, through its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates through two segments, Investor Services and Advisor Services."
SE,32546,81141R100,SEA LTD - ADR,5020.0,502020.0,50.0,50202020.0,519130.0,7370.0,,,"Sea Limited engages in the digital entertainment, e-commerce, and digital financial service businesses in Southeast Asia, Latin America, rest of Asia, and internationally."
SEE,9555,81211K100,SEALED AIR CORP,1510.0,151030.0,15.0,15103020.0,326113.0,3081.0,357.0,925.0,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Food Care and Product Care."
SGP,9459,806605101,SCHERING-PLOUGH,3520.0,352020.0,35.0,35202010.0,325412.0,2834.0,285.0,905.0,"As of November 3, 2009, Schering-Plough Corporation was acquired by Merck & Co. Inc. Schering-Plough Corporation discovers, develops, manufactures, and sells pharmaceuticals worldwide. It operates in three segments: Prescription Pharmaceuticals, Animal Health, and Consumer Health Care."
SHLD,37345,92647X871,VICTORYSHARES PR AMERICA ETF,,,,,525910.0,6722.0,,,Victory Portfolios II - VictoryShares Defend America ETF is an exchange traded fund launched and managed by Victory Capital Management Inc. It invests in public equity markets of the United States.
SHW,9667,824348106,SHERWIN-WILLIAMS CO,1510.0,151010.0,15.0,15101050.0,325510.0,2851.0,450.0,976.0,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. It operates in three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group."
SIAL,9699,826552101,SIGMA-ALDRICH CORP,1510.0,151010.0,15.0,15101050.0,325411.0,2833.0,167.0,970.0,"Sigma-Aldrich Corporation, a life science and high technology company, develops, manufactures, purchases, and distributes various chemicals, biochemicals, and equipment products worldwide."
SIG,15520,G81276100,SIGNET JEWELERS LTD,2550.0,255040.0,25.0,25504040.0,448310.0,5944.0,449.0,976.0,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other."
SII,180081,852066208,SPROTT INC,4020.0,402030.0,40.0,40203010.0,523920.0,6282.0,,,"Sprott Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides asset management, portfolio management, wealth management, fund management, and administrative and consulting services to its clients."
SIVB,17120,78486Q101,SVB FINANCIAL GROUP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,817.0,800.0,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink."
SJM,9777,832696405,SMUCKER (JM) CO,3020.0,302020.0,30.0,30202030.0,311421.0,2033.0,250.0,978.0,"The J. M. Smucker Company manufactures and markets food and beverage products worldwide. It operates in four segments: U.S. Retail Pet Foods, U.S. Retail Coffee, U.S. Retail Consumer Foods, and International and Away From Home."
SLB,9465,806857108,SCHLUMBERGER LTD,1010.0,101010.0,10.0,10101020.0,213112.0,1389.0,395.0,935.0,"Schlumberger Limited supplies technology for reservoir characterization, drilling, production, and processing to the oil and gas industry worldwide. It operates in four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems."
SLG,65290,78440X101,SL GREEN REALTY CORP,6010.0,601010.0,60.0,60101040.0,531120.0,6798.0,850.0,800.0,"SL Green Realty Corp., an S&P 500 company and Manhattan's largest office landlord, is a fully integrated real estate investment trust, or REIT, that is focused primarily on acquiring, managing and maximizing value of Manhattan commercial properties."
SLM,20430,78442P106,SLM CORP,4020.0,402020.0,40.0,40202010.0,5222.0,6141.0,,,"SLM Corporation, through its subsidiaries, originates and services private education loans to students and their families to finance the cost of their education in the United States."
SLR,17110,834182107,SOLECTRON CORP,4520.0,452030.0,45.0,45203020.0,334412.0,3672.0,220.0,925.0,Flextronics Corporation engages in electronics manufacturing and supply chain management services to original equipment manufacturers in the electronics products and technology markets worldwide.
SNA,9778,833034101,SNAP-ON INC,2010.0,201060.0,20.0,20106020.0,332216.0,3420.0,130.0,976.0,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide."
SNDK,61513,80004C101,SANDISK CORP,4520.0,452020.0,45.0,45202030.0,334112.0,3572.0,188.0,940.0,"SanDisk LLC designs, develops, manufactures, and markets data storage solutions in the United States and internationally."
SNI,180167,811065101,SCRIPPS NETWORKS INTERACTIVE,2540.0,254010.0,25.0,25401020.0,515120.0,4833.0,,,"Scripps Networks Interactive, Inc. develops lifestyle-oriented content in the United States, the United Kingdom and other European markets, the Middle East and Africa, the Asia-Pacific, and Latin America."
SNPS,24975,871607107,SYNOPSYS INC,4510.0,451030.0,45.0,45103010.0,511210.0,7372.0,185.0,940.0,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits."
SNV,13041,87161C501,SYNOVUS FINANCIAL CORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides various financial products and services. It operates through three segments: Community Banking, Wholesale Banking, and Financial Management Services."
SO,9850,842587107,SOUTHERN CO,5510.0,551010.0,55.0,55101010.0,2211.0,4911.0,705.0,700.0,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. It operates in four segments: Gas Distribution Operations, Gas Pipeline Investments, Wholesale Gas Services, and Gas Marketing Services."
SOV,17130,845905108,SANTANDER HOLDINGS USA INC,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,840.0,800.0,"Santander Holdings USA, Inc. operates as the holding company for Santander Bank, National Association that provides various banking products and services primarily in the Mid-Atlantic and Northeastern United States."
SPG,29389,828806109,SIMON PROPERTY GROUP INC,6010.0,601010.0,60.0,60101070.0,531120.0,6798.0,850.0,800.0,"Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG)."
SPGI,7163,78409V104,S&P GLOBAL INC,4020.0,402030.0,40.0,40203040.0,561450.0,7323.0,410.0,976.0,"S&P Global Inc., together with its subsidiaries, provides ratings, benchmarks, analytics, and data to the capital and commodity markets worldwide."
SPLS,15521,855030102,STAPLES INC,2550.0,255040.0,25.0,25504040.0,424120.0,5110.0,449.0,976.0,"Staples, Inc., together with its subsidiaries, operates office products superstores. It operates in two segments, North American Delivery and North American Retail."
SPOT,33175,L8681T102,SPOTIFY TECHNOLOGY SA,5020.0,502020.0,50.0,50202010.0,518210.0,7370.0,,,"Spotify Technology S.A., together with its subsidiaries, provides audio streaming services in the United States, the United Kingdom, Luxembourg, and internationally. It operates through two segments, Premium and Ad-Supported."
SRCL,63527,858912108,STERICYCLE INC,2020.0,202010.0,20.0,20201050.0,562211.0,4955.0,405.0,925.0,"Stericycle, Inc., together with its subsidiaries, provides regulated and compliance solutions to the healthcare, retail, and commercial businesses in the United States, Europe, and internationally."
SRE,8272,816851109,SEMPRA ENERGY,5510.0,551030.0,55.0,55103010.0,22111.0,4931.0,710.0,700.0,"Sempra Energy operates as an energy-services holding company in the United States and internationally. The company's San Diego Gas & Electric Company segment generates, transmits, and distributes electricity; and supplies natural gas."
SSP,14535,811054402,EW SCRIPPS  -CL A,5020.0,502010.0,50.0,50201020.0,515120.0,4833.0,415.0,976.0,"The E.W. Scripps Company, together with its subsidiaries, operates as a media enterprise through a portfolio of local and national media brands. The company operates through Local Media, National Media, and Other segments."
STE,25313,G8473T100,STERIS PLC,3510.0,351010.0,35.0,35101010.0,339112.0,3841.0,300.0,905.0,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in four segments: Healthcare Products, Healthcare Specialty Services, Life Sciences, and Applied Sterilization Technologies."
STI,10187,867914103,SUNTRUST BANKS INC,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"As of December 6, 2019, SunTrust Banks, Inc. was acquired by BB&T Corporation. SunTrust Banks, Inc. operates as the holding company for SunTrust Bank that provides various financial services for consumers, businesses, corporations, institutions, and not-for-profit entities in the United States."
STJ,9372,790849103,ST JUDE MEDICAL INC,3510.0,351010.0,35.0,35101010.0,334510.0,3845.0,300.0,905.0,"St. Jude Medical, Inc. was acquired by St. Jude Medical, LLC. St."
STR,8873,748356102,QUESTAR CORP,5510.0,551020.0,55.0,55102010.0,221210.0,4923.0,710.0,700.0,Dominion Energy Questar Corporation operates as an integrated natural gas company in the United States.
STT,10035,857477103,STATE STREET CORP,4020.0,402030.0,40.0,40203010.0,523920.0,6020.0,850.0,800.0,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide."
STX,150937,G7945M107,SEAGATE TECHNOLOGY PLC,4520.0,452020.0,45.0,45202030.0,334112.0,3572.0,188.0,940.0,"Seagate Technology plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally."
STZ,2710,21036P108,CONSTELLATION BRANDS,3020.0,302010.0,30.0,30201020.0,312120.0,2082.0,140.0,978.0,"Constellation Brands, Inc., together with its subsidiaries, produces, imports, and markets beer, wine, and spirits in the United States, Canada, Mexico, New Zealand, and Italy."
SUN,12892,86765K109,SUNOCO LP,1010.0,101020.0,10.0,10102030.0,424720.0,5172.0,,,"Sunoco LP, together with its subsidiaries, engages in the distribution and retailing of motor fuels in the United States. It operates through two segments, Fuel Distribution and Marketing, and All Other."
SUNW,165968,86803X204,SUNWORKS INC,2010.0,201040.0,20.0,20104010.0,334413.0,3674.0,,,"Sunworks, Inc., through its subsidiaries, provides photovoltaic based power systems for the agricultural, commercial, industrial, public works, and residential markets in California, Massachusetts, Nevada, Oregon, New Jersey, and Washington."
SVU,10190,868536301,SUPERVALU INC,3010.0,301010.0,30.0,30101030.0,424410.0,5141.0,217.0,978.0,"SUPERVALU INC., together with its subsidiaries, operates as a grocery wholesaler and retailer in the United States and internationally. It operates through two segments, Wholesale and Retail."
SWK,10016,854502101,STANLEY BLACK & DECKER INC,2010.0,201060.0,20.0,20106020.0,333991.0,3540.0,270.0,976.0,"Stanley Black & Decker, Inc. engages in tools and storage, industrial, and security businesses worldwide."
SWKS,1327,83088M102,SKYWORKS SOLUTIONS INC,4530.0,453010.0,45.0,45301020.0,334413.0,3674.0,230.0,940.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific."
SWN,9904,845467109,SOUTHWESTERN ENERGY CO,1010.0,101020.0,10.0,10102020.0,2111.0,4923.0,710.0,700.0,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through Exploration and Production, and Marketing segments."
SWY,9359,786514208,SAFEWAY INC,3010.0,301010.0,30.0,30101030.0,445110.0,5411.0,440.0,978.0,Safeway Inc. operates as a food and drug retailer in the United States.
SYF,20686,87165B103,SYNCHRONY FINANCIAL,4020.0,402020.0,40.0,40202010.0,522210.0,6141.0,,,"Synchrony Financial operates as a consumer financial services company in the United States. It delivers a range of specialized financing programs and consumer banking products to digital, retail, home, auto, travel, health, and pet industries."
SYK,10115,863667101,STRYKER CORP,3510.0,351010.0,35.0,35101010.0,339113.0,3842.0,300.0,905.0,"Stryker Corporation operates as a medical technology company. The company operates through three segments: Orthopaedics, MedSurg, and Neurotechnology and Spine. The Orthopaedics segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries."
SYY,10247,871829107,SYSCO CORP,3010.0,301010.0,30.0,30101020.0,4244.0,5140.0,217.0,978.0,"Sysco Corporation, through its subsidiaries, markets and distributes a range of food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally. It operates through three segments: U.S."
T,9899,00206R102,AT&T INC,5010.0,501010.0,50.0,50101020.0,517312.0,4812.0,715.0,974.0,"AT&T Inc. provides telecommunication, media, and technology services worldwide. The company operates through four segments: Communications, WarnerMedia, Latin America, and Xandr."
TAP,3505,60871R209,MOLSON COORS BEVERAGE CO,3020.0,302010.0,30.0,30201010.0,312120.0,2082.0,140.0,978.0,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally."
TDC,178310,88076W103,TERADATA CORP,4510.0,451030.0,45.0,45103020.0,518210.0,7370.0,,,"Teradata Corporation provides hybrid cloud analytics software. Its solutions and services comprise software, hardware, and related business consulting and support services to deliver analytics in company's analytical ecosystem."
TDG,148349,893641100,TRANSDIGM GROUP INC,2010.0,201010.0,20.0,20101010.0,336413.0,3728.0,110.0,925.0,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally."
TDY,126721,879360105,TELEDYNE TECHNOLOGIES INC,2010.0,201010.0,20.0,20101010.0,334511.0,3812.0,110.0,925.0,"Teledyne Technologies Incorporated provides instrumentation, digital imaging, aerospace and defense electronics, and engineered systems in the United States, the United Kingdom, Canada, the Netherlands, and internationally."
TE,10277,872375100,TECO ENERGY INC,5510.0,551030.0,55.0,55103010.0,221112.0,4931.0,705.0,700.0,"TECO Energy, Inc., an electric and gas utility holding company, engages in the regulated electric and gas utility operations."
TEG,11555,45822P105,INTEGRYS HOLDING INC,5510.0,551030.0,55.0,55103010.0,2211.0,4931.0,705.0,700.0,"Integrys Holding, Inc. operates as an energy holding company in the United States. It operates through Wisconsin, Illinois, Other States, and Electric Transmission segments."
TEL,177267,H84989104,TE CONNECTIVITY LTD,4520.0,452030.0,45.0,45203020.0,334417.0,3678.0,,,"TE Connectivity Ltd., together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the Asia-Pacific, and the Americas."
TER,10453,880770102,TERADYNE INC,4530.0,453010.0,45.0,45301010.0,334515.0,3825.0,247.0,940.0,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments."
TEX,7991,880779103,TEREX CORP,2010.0,201060.0,20.0,20106010.0,333923.0,3530.0,345.0,925.0,"Terex Corporation manufactures and sells aerial work platforms, materials processing machinery, and cranes worldwide. The company operates in two segments, Aerial Work Platforms (AWP) and Material Processing (MP)."
TFC,11856,89832Q109,TRUIST FINANCIAL CORP,4010.0,401010.0,40.0,40101015.0,522110.0,6020.0,815.0,800.0,"Truist Financial Corporation, a holding company, provides banking and trust services for small and mid-size businesses, public agencies, local governments, corporations, and individuals in the Southeastern and Mid-Atlantic United States."
TFX,10407,879369106,TELEFLEX INC,3510.0,351010.0,35.0,35101010.0,339112.0,3841.0,357.0,925.0,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide."
TGNA,4988,87901J105,TEGNA INC,5020.0,502010.0,50.0,50201020.0,515120.0,4833.0,415.0,976.0,TEGNA Inc. operates as a media company in the United States. The company operates television stations and radio stations that deliver television programming and digital content. It offers content and information to consumers across various platforms.
TGT,3813,8.761200000000001e+110,TARGET CORP,2550.0,255030.0,25.0,25503020.0,452319.0,5331.0,445.0,976.0,Target Corporation operates as a general merchandise retailer in the United States.
THC,7750,88033G407,TENET HEALTHCARE CORP,3510.0,351020.0,35.0,35102020.0,622110.0,8062.0,295.0,905.0,"Tenet Healthcare Corporation operates as a diversified healthcare services company. The company operates through three segments: Hospital Operations and Other, Ambulatory Care, and Conifer."
TIE,62984,888339207,TITANIUM METALS CORP,1510.0,151040.0,15.0,15104020.0,331491.0,3350.0,358.0,925.0,Titanium Metals Corporation produces and sells titanium melted and mill products.
TIF,13646,886547108,TIFFANY & CO,2550.0,255040.0,25.0,25504040.0,448310.0,5944.0,449.0,976.0,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings."
TIN,10426,879868107,TEMPLE-INLAND INC,1510.0,151030.0,15.0,15103020.0,322130.0,2631.0,210.0,970.0,"Temple-Inland LLC went out of business. Temple-Inland LLC, through its subsidiaries, manufactures and sells corrugated packaging and building products in the United States and Mexico."
TJX,11672,872540109,TJX COS INC (THE),2550.0,255040.0,25.0,25504010.0,448140.0,5651.0,452.0,976.0,"The TJX Companies, Inc. operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International."
TLAB,10420,879664100,TELLABS INC,4520.0,452010.0,45.0,45201020.0,334210.0,3661.0,180.0,940.0,"Tellabs Inc. designs, develops, and supports telecommunication networking products for communication service providers in the United States and internationally. The company operates through four segments: Optical, Data, Access, and Services."
TMO,10530,883556102,THERMO FISHER SCIENTIFIC INC,3520.0,352030.0,35.0,35203010.0,334516.0,3826.0,355.0,925.0,"Thermo Fisher Scientific Inc. provides analytical and other instruments, laboratory equipment, software, consumables, reagents, instrument systems, chemicals, supplies, and services worldwide."
TMUS,17874,872590104,T-MOBILE US INC,5010.0,501020.0,50.0,50102010.0,517312.0,4812.0,,,"T-Mobile US, Inc., through its subsidiaries, provides wireless services for branded postpaid and prepaid, and wholesale customers in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services."
TPR,140541,876030107,TAPESTRY INC,2520.0,252030.0,25.0,25203010.0,316992.0,3100.0,355.0,925.0,"Tapestry, Inc. provides luxury accessories and branded lifestyle products in the United States, Japan, China, Hong Kong, Macau, Taiwan, Europe, Canada, South Korea, Malaysia, Singapore, Australia, and New Zealand."
TRB,10726,896047107,TRIBUNE MEDIA CO,5020.0,502010.0,50.0,50201020.0,515120.0,4833.0,415.0,976.0,"Tribune Media Company, through its subsidiaries, operates as a diversified media and entertainment company in the United States."
TRIP,199356,896945201,TRIPADVISOR INC,5020.0,502030.0,50.0,50203010.0,519130.0,7370.0,,,"TripAdvisor, Inc. operates as an online travel company. It operates in two segments, Hotels, Media & Platform; and Experiences & Dining."
